,Date_YMD,Date_Hour,Presence or absence of a person,Accumulation of accidents
8976,2022-01-10,0:00,1,1
8977,2022-01-10,1:00,0,1
8978,2022-01-10,2:00,0,1
8979,2022-01-10,3:00,0,1
8980,2022-01-10,4:00,1,2
8981,2022-01-10,5:00,1,3
8982,2022-01-10,6:00,0,3
8983,2022-01-10,7:00,0,3
8984,2022-01-10,8:00,0,3
8985,2022-01-10,9:00,0,3
8986,2022-01-10,10:00,0,3
8987,2022-01-10,11:00,0,3
8988,2022-01-10,12:00,0,3
8989,2022-01-10,13:00,0,3
8990,2022-01-10,14:00,0,3
8991,2022-01-10,15:00,0,3
8992,2022-01-10,16:00,1,4
8993,2022-01-10,17:00,1,5
8994,2022-01-10,18:00,0,5
8995,2022-01-10,19:00,0,5
8996,2022-01-10,20:00,0,5
8997,2022-01-10,21:00,0,5
8998,2022-01-10,22:00,0,5
8999,2022-01-10,23:00,1,6
9000,2022-01-11,0:00,0,0
9001,2022-01-11,1:00,0,0
9002,2022-01-11,2:00,0,0
9003,2022-01-11,3:00,0,0
9004,2022-01-11,4:00,0,0
9005,2022-01-11,5:00,0,0
9006,2022-01-11,6:00,1,1
9007,2022-01-11,7:00,1,2
9008,2022-01-11,8:00,0,2
9009,2022-01-11,9:00,0,2
9010,2022-01-11,10:00,0,2
9011,2022-01-11,11:00,1,3
9012,2022-01-11,12:00,1,4
9013,2022-01-11,13:00,0,4
9014,2022-01-11,14:00,1,5
9015,2022-01-11,15:00,0,5
9016,2022-01-11,16:00,0,5
9017,2022-01-11,17:00,0,5
9018,2022-01-11,18:00,0,5
9019,2022-01-11,19:00,0,5
9020,2022-01-11,20:00,0,5
9021,2022-01-11,21:00,0,5
9022,2022-01-11,22:00,0,5
9023,2022-01-11,23:00,0,5
9024,2022-01-12,0:00,0,0
9025,2022-01-12,1:00,1,1
9026,2022-01-12,2:00,1,2
9027,2022-01-12,3:00,0,2
9028,2022-01-12,4:00,1,3
9029,2022-01-12,5:00,1,4
9030,2022-01-12,6:00,1,5
9031,2022-01-12,7:00,0,5
9032,2022-01-12,8:00,0,5
9033,2022-01-12,9:00,1,6
9034,2022-01-12,10:00,1,7
9035,2022-01-12,11:00,1,8
9036,2022-01-12,12:00,0,8
9037,2022-01-12,13:00,0,8
9038,2022-01-12,14:00,0,8
9039,2022-01-12,15:00,1,9
9040,2022-01-12,16:00,0,9
9041,2022-01-12,17:00,0,9
9042,2022-01-12,18:00,0,9
9043,2022-01-12,19:00,0,9
9044,2022-01-12,20:00,0,9
9045,2022-01-12,21:00,0,9
9046,2022-01-12,22:00,1,10
9047,2022-01-12,23:00,0,10
9048,2022-01-13,0:00,0,0
9049,2022-01-13,1:00,1,1
9050,2022-01-13,2:00,0,1
9051,2022-01-13,3:00,0,1
9052,2022-01-13,4:00,1,2
9053,2022-01-13,5:00,1,3
9054,2022-01-13,6:00,0,3
9055,2022-01-13,7:00,0,3
9056,2022-01-13,8:00,1,4
9057,2022-01-13,9:00,0,4
9058,2022-01-13,10:00,0,4
9059,2022-01-13,11:00,1,5
9060,2022-01-13,12:00,0,5
9061,2022-01-13,13:00,0,5
9062,2022-01-13,14:00,1,6
9063,2022-01-13,15:00,0,6
9064,2022-01-13,16:00,0,6
9065,2022-01-13,17:00,0,6
9066,2022-01-13,18:00,0,6
9067,2022-01-13,19:00,1,7
9068,2022-01-13,20:00,1,8
9069,2022-01-13,21:00,0,8
9070,2022-01-13,22:00,1,9
9071,2022-01-13,23:00,1,10
9072,2022-01-14,0:00,0,0
9073,2022-01-14,1:00,0,0
9074,2022-01-14,2:00,0,0
9075,2022-01-14,3:00,0,0
9076,2022-01-14,4:00,0,0
9077,2022-01-14,5:00,1,1
9078,2022-01-14,6:00,1,2
9079,2022-01-14,7:00,1,3
9080,2022-01-14,8:00,0,3
9081,2022-01-14,9:00,0,3
9082,2022-01-14,10:00,0,3
9083,2022-01-14,11:00,0,3
9084,2022-01-14,12:00,1,4
9085,2022-01-14,13:00,0,4
9086,2022-01-14,14:00,1,5
9087,2022-01-14,15:00,0,5
9088,2022-01-14,16:00,0,5
9089,2022-01-14,17:00,0,5
9090,2022-01-14,18:00,0,5
9091,2022-01-14,19:00,0,5
9092,2022-01-14,20:00,0,5
9093,2022-01-14,21:00,1,6
9094,2022-01-14,22:00,0,6
9095,2022-01-14,23:00,0,6
9096,2022-01-15,0:00,1,1
9097,2022-01-15,1:00,1,2
9098,2022-01-15,2:00,0,2
9099,2022-01-15,3:00,1,3
9100,2022-01-15,4:00,0,3
9101,2022-01-15,5:00,0,3
9102,2022-01-15,6:00,0,3
9103,2022-01-15,7:00,0,3
9104,2022-01-15,8:00,0,3
9105,2022-01-15,9:00,0,3
9106,2022-01-15,10:00,1,4
9107,2022-01-15,11:00,0,4
9108,2022-01-15,12:00,1,5
9109,2022-01-15,13:00,0,5
9110,2022-01-15,14:00,0,5
9111,2022-01-15,15:00,1,6
9112,2022-01-15,16:00,0,6
9113,2022-01-15,17:00,0,6
9114,2022-01-15,18:00,0,6
9115,2022-01-15,19:00,0,6
9116,2022-01-15,20:00,1,7
9117,2022-01-15,21:00,1,8
9118,2022-01-15,22:00,0,8
9119,2022-01-15,23:00,0,8
9120,2022-01-16,0:00,0,0
9121,2022-01-16,1:00,1,1
9122,2022-01-16,2:00,1,2
9123,2022-01-16,3:00,0,2
9124,2022-01-16,4:00,0,2
9125,2022-01-16,5:00,1,3
9126,2022-01-16,6:00,0,3
9127,2022-01-16,7:00,0,3
9128,2022-01-16,8:00,0,3
9129,2022-01-16,9:00,1,4
9130,2022-01-16,10:00,0,4
9131,2022-01-16,11:00,0,4
9132,2022-01-16,12:00,1,5
9133,2022-01-16,13:00,0,5
9134,2022-01-16,14:00,0,5
9135,2022-01-16,15:00,0,5
9136,2022-01-16,16:00,0,5
9137,2022-01-16,17:00,0,5
9138,2022-01-16,18:00,0,5
9139,2022-01-16,19:00,0,5
9140,2022-01-16,20:00,0,5
9141,2022-01-16,21:00,0,5
9142,2022-01-16,22:00,0,5
9143,2022-01-16,23:00,1,6
9144,2022-01-17,0:00,0,0
9145,2022-01-17,1:00,0,0
9146,2022-01-17,2:00,0,0
9147,2022-01-17,3:00,0,0
9148,2022-01-17,4:00,0,0
9149,2022-01-17,5:00,0,0
9150,2022-01-17,6:00,0,0
9151,2022-01-17,7:00,0,0
9152,2022-01-17,8:00,1,1
9153,2022-01-17,9:00,1,2
9154,2022-01-17,10:00,0,2
9155,2022-01-17,11:00,0,2
9156,2022-01-17,12:00,0,2
9157,2022-01-17,13:00,0,2
9158,2022-01-17,14:00,0,2
9159,2022-01-17,15:00,0,2
9160,2022-01-17,16:00,0,2
9161,2022-01-17,17:00,1,3
9162,2022-01-17,18:00,0,3
9163,2022-01-17,19:00,0,3
9164,2022-01-17,20:00,1,4
9165,2022-01-17,21:00,0,4
9166,2022-01-17,22:00,0,4
9167,2022-01-17,23:00,0,4
9168,2022-01-18,0:00,0,0
9169,2022-01-18,1:00,1,1
9170,2022-01-18,2:00,0,1
9171,2022-01-18,3:00,0,1
9172,2022-01-18,4:00,0,1
9173,2022-01-18,5:00,0,1
9174,2022-01-18,6:00,0,1
9175,2022-01-18,7:00,0,1
9176,2022-01-18,8:00,0,1
9177,2022-01-18,9:00,0,1
9178,2022-01-18,10:00,1,2
9179,2022-01-18,11:00,0,2
9180,2022-01-18,12:00,0,2
9181,2022-01-18,13:00,0,2
9182,2022-01-18,14:00,1,3
9183,2022-01-18,15:00,0,3
9184,2022-01-18,16:00,0,3
9185,2022-01-18,17:00,0,3
9186,2022-01-18,18:00,0,3
9187,2022-01-18,19:00,1,4
9188,2022-01-18,20:00,0,4
9189,2022-01-18,21:00,0,4
9190,2022-01-18,22:00,0,4
9191,2022-01-18,23:00,0,4
9192,2022-01-19,0:00,1,1
9193,2022-01-19,1:00,0,1
9194,2022-01-19,2:00,0,1
9195,2022-01-19,3:00,1,2
9196,2022-01-19,4:00,0,2
9197,2022-01-19,5:00,0,2
9198,2022-01-19,6:00,0,2
9199,2022-01-19,7:00,0,2
9200,2022-01-19,8:00,0,2
9201,2022-01-19,9:00,0,2
9202,2022-01-19,10:00,0,2
9203,2022-01-19,11:00,0,2
9204,2022-01-19,12:00,0,2
9205,2022-01-19,13:00,1,3
9206,2022-01-19,14:00,0,3
9207,2022-01-19,15:00,0,3
9208,2022-01-19,16:00,0,3
9209,2022-01-19,17:00,0,3
9210,2022-01-19,18:00,0,3
9211,2022-01-19,19:00,1,4
9212,2022-01-19,20:00,1,5
9213,2022-01-19,21:00,0,5
9214,2022-01-19,22:00,1,6
9215,2022-01-19,23:00,0,6
9216,2022-01-20,0:00,1,1
9217,2022-01-20,1:00,0,1
9218,2022-01-20,2:00,0,1
9219,2022-01-20,3:00,0,1
9220,2022-01-20,4:00,0,1
9221,2022-01-20,5:00,0,1
9222,2022-01-20,6:00,0,1
9223,2022-01-20,7:00,0,1
9224,2022-01-20,8:00,0,1
9225,2022-01-20,9:00,0,1
9226,2022-01-20,10:00,0,1
9227,2022-01-20,11:00,0,1
9228,2022-01-20,12:00,0,1
9229,2022-01-20,13:00,0,1
9230,2022-01-20,14:00,0,1
9231,2022-01-20,15:00,1,2
9232,2022-01-20,16:00,0,2
9233,2022-01-20,17:00,0,2
9234,2022-01-20,18:00,0,2
9235,2022-01-20,19:00,1,3
9236,2022-01-20,20:00,0,3
9237,2022-01-20,21:00,0,3
9238,2022-01-20,22:00,0,3
9239,2022-01-20,23:00,0,3
9240,2022-01-21,0:00,1,1
9241,2022-01-21,1:00,0,1
9242,2022-01-21,2:00,0,1
9243,2022-01-21,3:00,0,1
9244,2022-01-21,4:00,0,1
9245,2022-01-21,5:00,0,1
9246,2022-01-21,6:00,0,1
9247,2022-01-21,7:00,0,1
9248,2022-01-21,8:00,0,1
9249,2022-01-21,9:00,0,1
9250,2022-01-21,10:00,0,1
9251,2022-01-21,11:00,1,2
9252,2022-01-21,12:00,0,2
9253,2022-01-21,13:00,0,2
9254,2022-01-21,14:00,1,3
9255,2022-01-21,15:00,0,3
9256,2022-01-21,16:00,0,3
9257,2022-01-21,17:00,0,3
9258,2022-01-21,18:00,1,4
9259,2022-01-21,19:00,1,5
9260,2022-01-21,20:00,0,5
9261,2022-01-21,21:00,0,5
9262,2022-01-21,22:00,0,5
9263,2022-01-21,23:00,0,5
9264,2022-01-22,0:00,1,1
9265,2022-01-22,1:00,0,1
9266,2022-01-22,2:00,1,2
9267,2022-01-22,3:00,0,2
9268,2022-01-22,4:00,0,2
9269,2022-01-22,5:00,0,2
9270,2022-01-22,6:00,1,3
9271,2022-01-22,7:00,1,4
9272,2022-01-22,8:00,0,4
9273,2022-01-22,9:00,0,4
9274,2022-01-22,10:00,0,4
9275,2022-01-22,11:00,0,4
9276,2022-01-22,12:00,0,4
9277,2022-01-22,13:00,0,4
9278,2022-01-22,14:00,0,4
9279,2022-01-22,15:00,0,4
9280,2022-01-22,16:00,1,5
9281,2022-01-22,17:00,0,5
9282,2022-01-22,18:00,1,6
9283,2022-01-22,19:00,0,6
9284,2022-01-22,20:00,0,6
9285,2022-01-22,21:00,0,6
9286,2022-01-22,22:00,1,7
9287,2022-01-22,23:00,0,7
9288,2022-01-23,0:00,0,0
9289,2022-01-23,1:00,1,1
9290,2022-01-23,2:00,0,1
9291,2022-01-23,3:00,0,1
9292,2022-01-23,4:00,0,1
9293,2022-01-23,5:00,0,1
9294,2022-01-23,6:00,0,1
9295,2022-01-23,7:00,0,1
9296,2022-01-23,8:00,1,2
9297,2022-01-23,9:00,0,2
9298,2022-01-23,10:00,0,2
9299,2022-01-23,11:00,0,2
9300,2022-01-23,12:00,0,2
9301,2022-01-23,13:00,1,3
9302,2022-01-23,14:00,0,3
9303,2022-01-23,15:00,1,4
9304,2022-01-23,16:00,0,4
9305,2022-01-23,17:00,1,5
9306,2022-01-23,18:00,0,5
9307,2022-01-23,19:00,0,5
9308,2022-01-23,20:00,0,5
9309,2022-01-23,21:00,0,5
9310,2022-01-23,22:00,0,5
9311,2022-01-23,23:00,0,5
9312,2022-01-24,0:00,0,0
9313,2022-01-24,1:00,0,0
9314,2022-01-24,2:00,1,1
9315,2022-01-24,3:00,0,1
9316,2022-01-24,4:00,0,1
9317,2022-01-24,5:00,1,2
9318,2022-01-24,6:00,0,2
9319,2022-01-24,7:00,0,2
9320,2022-01-24,8:00,0,2
9321,2022-01-24,9:00,0,2
9322,2022-01-24,10:00,1,3
9323,2022-01-24,11:00,1,4
9324,2022-01-24,12:00,0,4
9325,2022-01-24,13:00,1,5
9326,2022-01-24,14:00,1,6
9327,2022-01-24,15:00,0,6
9328,2022-01-24,16:00,0,6
9329,2022-01-24,17:00,0,6
9330,2022-01-24,18:00,1,7
9331,2022-01-24,19:00,0,7
9332,2022-01-24,20:00,0,7
9333,2022-01-24,21:00,0,7
9334,2022-01-24,22:00,0,7
9335,2022-01-24,23:00,0,7
9336,2022-01-25,0:00,1,1
9337,2022-01-25,1:00,0,1
9338,2022-01-25,2:00,0,1
9339,2022-01-25,3:00,0,1
9340,2022-01-25,4:00,1,2
9341,2022-01-25,5:00,0,2
9342,2022-01-25,6:00,1,3
9343,2022-01-25,7:00,1,4
9344,2022-01-25,8:00,1,5
9345,2022-01-25,9:00,0,5
9346,2022-01-25,10:00,0,5
9347,2022-01-25,11:00,0,5
9348,2022-01-25,12:00,0,5
9349,2022-01-25,13:00,0,5
9350,2022-01-25,14:00,1,6
9351,2022-01-25,15:00,0,6
9352,2022-01-25,16:00,1,7
9353,2022-01-25,17:00,0,7
9354,2022-01-25,18:00,0,7
9355,2022-01-25,19:00,0,7
9356,2022-01-25,20:00,0,7
9357,2022-01-25,21:00,1,8
9358,2022-01-25,22:00,0,8
9359,2022-01-25,23:00,0,8
9360,2022-01-26,0:00,1,1
9361,2022-01-26,1:00,1,2
9362,2022-01-26,2:00,0,2
9363,2022-01-26,3:00,0,2
9364,2022-01-26,4:00,0,2
9365,2022-01-26,5:00,0,2
9366,2022-01-26,6:00,1,3
9367,2022-01-26,7:00,0,3
9368,2022-01-26,8:00,0,3
9369,2022-01-26,9:00,0,3
9370,2022-01-26,10:00,0,3
9371,2022-01-26,11:00,0,3
9372,2022-01-26,12:00,0,3
9373,2022-01-26,13:00,0,3
9374,2022-01-26,14:00,0,3
9375,2022-01-26,15:00,0,3
9376,2022-01-26,16:00,0,3
9377,2022-01-26,17:00,0,3
9378,2022-01-26,18:00,1,4
9379,2022-01-26,19:00,1,5
9380,2022-01-26,20:00,1,6
9381,2022-01-26,21:00,0,6
9382,2022-01-26,22:00,0,6
9383,2022-01-26,23:00,0,6
9384,2022-01-27,0:00,0,0
9385,2022-01-27,1:00,0,0
9386,2022-01-27,2:00,0,0
9387,2022-01-27,3:00,0,0
9388,2022-01-27,4:00,0,0
9389,2022-01-27,5:00,0,0
9390,2022-01-27,6:00,0,0
9391,2022-01-27,7:00,0,0
9392,2022-01-27,8:00,0,0
9393,2022-01-27,9:00,0,0
9394,2022-01-27,10:00,0,0
9395,2022-01-27,11:00,1,1
9396,2022-01-27,12:00,0,1
9397,2022-01-27,13:00,0,1
9398,2022-01-27,14:00,1,2
9399,2022-01-27,15:00,1,3
9400,2022-01-27,16:00,0,3
9401,2022-01-27,17:00,1,4
9402,2022-01-27,18:00,1,5
9403,2022-01-27,19:00,0,5
9404,2022-01-27,20:00,0,5
9405,2022-01-27,21:00,0,5
9406,2022-01-27,22:00,0,5
9407,2022-01-27,23:00,0,5
9408,2022-01-28,0:00,1,1
9409,2022-01-28,1:00,0,1
9410,2022-01-28,2:00,0,1
9411,2022-01-28,3:00,1,2
9412,2022-01-28,4:00,0,2
9413,2022-01-28,5:00,0,2
9414,2022-01-28,6:00,0,2
9415,2022-01-28,7:00,0,2
9416,2022-01-28,8:00,0,2
9417,2022-01-28,9:00,0,2
9418,2022-01-28,10:00,1,3
9419,2022-01-28,11:00,0,3
9420,2022-01-28,12:00,0,3
9421,2022-01-28,13:00,0,3
9422,2022-01-28,14:00,0,3
9423,2022-01-28,15:00,0,3
9424,2022-01-28,16:00,0,3
9425,2022-01-28,17:00,0,3
9426,2022-01-28,18:00,0,3
9427,2022-01-28,19:00,0,3
9428,2022-01-28,20:00,0,3
9429,2022-01-28,21:00,0,3
9430,2022-01-28,22:00,0,3
9431,2022-01-28,23:00,0,3
9432,2022-01-29,0:00,1,1
9433,2022-01-29,1:00,0,1
9434,2022-01-29,2:00,0,1
9435,2022-01-29,3:00,0,1
9436,2022-01-29,4:00,1,2
9437,2022-01-29,5:00,1,3
9438,2022-01-29,6:00,0,3
9439,2022-01-29,7:00,0,3
9440,2022-01-29,8:00,1,4
9441,2022-01-29,9:00,0,4
9442,2022-01-29,10:00,0,4
9443,2022-01-29,11:00,0,4
9444,2022-01-29,12:00,1,5
9445,2022-01-29,13:00,1,6
9446,2022-01-29,14:00,0,6
9447,2022-01-29,15:00,1,7
9448,2022-01-29,16:00,0,7
9449,2022-01-29,17:00,0,7
9450,2022-01-29,18:00,1,8
9451,2022-01-29,19:00,0,8
9452,2022-01-29,20:00,1,9
9453,2022-01-29,21:00,0,9
9454,2022-01-29,22:00,1,10
9455,2022-01-29,23:00,1,11
9456,2022-01-30,0:00,0,0
9457,2022-01-30,1:00,0,0
9458,2022-01-30,2:00,0,0
9459,2022-01-30,3:00,0,0
9460,2022-01-30,4:00,1,1
9461,2022-01-30,5:00,0,1
9462,2022-01-30,6:00,1,2
9463,2022-01-30,7:00,0,2
9464,2022-01-30,8:00,0,2
9465,2022-01-30,9:00,0,2
9466,2022-01-30,10:00,1,3
9467,2022-01-30,11:00,0,3
9468,2022-01-30,12:00,0,3
9469,2022-01-30,13:00,1,4
9470,2022-01-30,14:00,0,4
9471,2022-01-30,15:00,0,4
9472,2022-01-30,16:00,1,5
9473,2022-01-30,17:00,0,5
9474,2022-01-30,18:00,0,5
9475,2022-01-30,19:00,0,5
9476,2022-01-30,20:00,1,6
9477,2022-01-30,21:00,0,6
9478,2022-01-30,22:00,0,6
9479,2022-01-30,23:00,1,7
9480,2022-01-31,0:00,1,1
9481,2022-01-31,1:00,0,1
9482,2022-01-31,2:00,1,2
9483,2022-01-31,3:00,0,2
9484,2022-01-31,4:00,0,2
9485,2022-01-31,5:00,0,2
9486,2022-01-31,6:00,0,2
9487,2022-01-31,7:00,0,2
9488,2022-01-31,8:00,1,3
9489,2022-01-31,9:00,1,4
9490,2022-01-31,10:00,1,5
9491,2022-01-31,11:00,0,5
9492,2022-01-31,12:00,0,5
9493,2022-01-31,13:00,0,5
9494,2022-01-31,14:00,0,5
9495,2022-01-31,15:00,0,5
9496,2022-01-31,16:00,0,5
9497,2022-01-31,17:00,1,6
9498,2022-01-31,18:00,0,6
9499,2022-01-31,19:00,0,6
9500,2022-01-31,20:00,0,6
9501,2022-01-31,21:00,1,7
9502,2022-01-31,22:00,0,7
9503,2022-01-31,23:00,0,7
9504,2022-02-01,0:00,1,1
9505,2022-02-01,1:00,0,1
9506,2022-02-01,2:00,1,2
9507,2022-02-01,3:00,0,2
9508,2022-02-01,4:00,0,2
9509,2022-02-01,5:00,0,2
9510,2022-02-01,6:00,1,3
9511,2022-02-01,7:00,0,3
9512,2022-02-01,8:00,1,4
9513,2022-02-01,9:00,0,4
9514,2022-02-01,10:00,0,4
9515,2022-02-01,11:00,0,4
9516,2022-02-01,12:00,1,5
9517,2022-02-01,13:00,0,5
9518,2022-02-01,14:00,0,5
9519,2022-02-01,15:00,0,5
9520,2022-02-01,16:00,0,5
9521,2022-02-01,17:00,0,5
9522,2022-02-01,18:00,0,5
9523,2022-02-01,19:00,0,5
9524,2022-02-01,20:00,1,6
9525,2022-02-01,21:00,0,6
9526,2022-02-01,22:00,1,7
9527,2022-02-01,23:00,0,7
9528,2022-02-02,0:00,0,0
9529,2022-02-02,1:00,1,1
9530,2022-02-02,2:00,0,1
9531,2022-02-02,3:00,0,1
9532,2022-02-02,4:00,0,1
9533,2022-02-02,5:00,1,2
9534,2022-02-02,6:00,0,2
9535,2022-02-02,7:00,1,3
9536,2022-02-02,8:00,1,4
9537,2022-02-02,9:00,0,4
9538,2022-02-02,10:00,0,4
9539,2022-02-02,11:00,1,5
9540,2022-02-02,12:00,0,5
9541,2022-02-02,13:00,0,5
9542,2022-02-02,14:00,1,6
9543,2022-02-02,15:00,0,6
9544,2022-02-02,16:00,0,6
9545,2022-02-02,17:00,0,6
9546,2022-02-02,18:00,0,6
9547,2022-02-02,19:00,0,6
9548,2022-02-02,20:00,0,6
9549,2022-02-02,21:00,0,6
9550,2022-02-02,22:00,0,6
9551,2022-02-02,23:00,0,6
9552,2022-02-03,0:00,0,0
9553,2022-02-03,1:00,1,1
9554,2022-02-03,2:00,0,1
9555,2022-02-03,3:00,0,1
9556,2022-02-03,4:00,0,1
9557,2022-02-03,5:00,0,1
9558,2022-02-03,6:00,0,1
9559,2022-02-03,7:00,1,2
9560,2022-02-03,8:00,1,3
9561,2022-02-03,9:00,0,3
9562,2022-02-03,10:00,0,3
9563,2022-02-03,11:00,1,4
9564,2022-02-03,12:00,1,5
9565,2022-02-03,13:00,1,6
9566,2022-02-03,14:00,0,6
9567,2022-02-03,15:00,0,6
9568,2022-02-03,16:00,0,6
9569,2022-02-03,17:00,1,7
9570,2022-02-03,18:00,0,7
9571,2022-02-03,19:00,0,7
9572,2022-02-03,20:00,0,7
9573,2022-02-03,21:00,0,7
9574,2022-02-03,22:00,0,7
9575,2022-02-03,23:00,1,8
9576,2022-02-04,0:00,0,0
9577,2022-02-04,1:00,1,1
9578,2022-02-04,2:00,0,1
9579,2022-02-04,3:00,1,2
9580,2022-02-04,4:00,0,2
9581,2022-02-04,5:00,0,2
9582,2022-02-04,6:00,0,2
9583,2022-02-04,7:00,1,3
9584,2022-02-04,8:00,0,3
9585,2022-02-04,9:00,0,3
9586,2022-02-04,10:00,0,3
9587,2022-02-04,11:00,1,4
9588,2022-02-04,12:00,0,4
9589,2022-02-04,13:00,0,4
9590,2022-02-04,14:00,0,4
9591,2022-02-04,15:00,1,5
9592,2022-02-04,16:00,0,5
9593,2022-02-04,17:00,0,5
9594,2022-02-04,18:00,1,6
9595,2022-02-04,19:00,0,6
9596,2022-02-04,20:00,0,6
9597,2022-02-04,21:00,0,6
9598,2022-02-04,22:00,0,6
9599,2022-02-04,23:00,0,6
9600,2022-02-05,0:00,0,0
9601,2022-02-05,1:00,0,0
9602,2022-02-05,2:00,1,1
9603,2022-02-05,3:00,0,1
9604,2022-02-05,4:00,0,1
9605,2022-02-05,5:00,0,1
9606,2022-02-05,6:00,0,1
9607,2022-02-05,7:00,0,1
9608,2022-02-05,8:00,0,1
9609,2022-02-05,9:00,0,1
9610,2022-02-05,10:00,0,1
9611,2022-02-05,11:00,1,2
9612,2022-02-05,12:00,0,2
9613,2022-02-05,13:00,0,2
9614,2022-02-05,14:00,0,2
9615,2022-02-05,15:00,0,2
9616,2022-02-05,16:00,0,2
9617,2022-02-05,17:00,0,2
9618,2022-02-05,18:00,1,3
9619,2022-02-05,19:00,1,4
9620,2022-02-05,20:00,0,4
9621,2022-02-05,21:00,0,4
9622,2022-02-05,22:00,1,5
9623,2022-02-05,23:00,1,6
9624,2022-02-06,0:00,1,1
9625,2022-02-06,1:00,1,2
9626,2022-02-06,2:00,1,3
9627,2022-02-06,3:00,0,3
9628,2022-02-06,4:00,0,3
9629,2022-02-06,5:00,1,4
9630,2022-02-06,6:00,0,4
9631,2022-02-06,7:00,1,5
9632,2022-02-06,8:00,0,5
9633,2022-02-06,9:00,0,5
9634,2022-02-06,10:00,1,6
9635,2022-02-06,11:00,0,6
9636,2022-02-06,12:00,0,6
9637,2022-02-06,13:00,0,6
9638,2022-02-06,14:00,1,7
9639,2022-02-06,15:00,1,8
9640,2022-02-06,16:00,0,8
9641,2022-02-06,17:00,0,8
9642,2022-02-06,18:00,0,8
9643,2022-02-06,19:00,1,9
9644,2022-02-06,20:00,0,9
9645,2022-02-06,21:00,0,9
9646,2022-02-06,22:00,0,9
9647,2022-02-06,23:00,0,9
9648,2022-02-07,0:00,0,0
9649,2022-02-07,1:00,0,0
9650,2022-02-07,2:00,1,1
9651,2022-02-07,3:00,1,2
9652,2022-02-07,4:00,0,2
9653,2022-02-07,5:00,1,3
9654,2022-02-07,6:00,1,4
9655,2022-02-07,7:00,1,5
9656,2022-02-07,8:00,1,6
9657,2022-02-07,9:00,1,7
9658,2022-02-07,10:00,0,7
9659,2022-02-07,11:00,0,7
9660,2022-02-07,12:00,0,7
9661,2022-02-07,13:00,0,7
9662,2022-02-07,14:00,1,8
9663,2022-02-07,15:00,1,9
9664,2022-02-07,16:00,0,9
9665,2022-02-07,17:00,0,9
9666,2022-02-07,18:00,0,9
9667,2022-02-07,19:00,1,10
9668,2022-02-07,20:00,1,11
9669,2022-02-07,21:00,0,11
9670,2022-02-07,22:00,0,11
9671,2022-02-07,23:00,0,11
9672,2022-02-08,0:00,0,0
9673,2022-02-08,1:00,1,1
9674,2022-02-08,2:00,1,2
9675,2022-02-08,3:00,0,2
9676,2022-02-08,4:00,0,2
9677,2022-02-08,5:00,1,3
9678,2022-02-08,6:00,1,4
9679,2022-02-08,7:00,1,5
9680,2022-02-08,8:00,1,6
9681,2022-02-08,9:00,0,6
9682,2022-02-08,10:00,0,6
9683,2022-02-08,11:00,1,7
9684,2022-02-08,12:00,1,8
9685,2022-02-08,13:00,0,8
9686,2022-02-08,14:00,0,8
9687,2022-02-08,15:00,1,9
9688,2022-02-08,16:00,1,10
9689,2022-02-08,17:00,0,10
9690,2022-02-08,18:00,0,10
9691,2022-02-08,19:00,0,10
9692,2022-02-08,20:00,1,11
9693,2022-02-08,21:00,0,11
9694,2022-02-08,22:00,0,11
9695,2022-02-08,23:00,0,11
9696,2022-02-09,0:00,0,0
9697,2022-02-09,1:00,0,0
9698,2022-02-09,2:00,0,0
9699,2022-02-09,3:00,0,0
9700,2022-02-09,4:00,1,1
9701,2022-02-09,5:00,0,1
9702,2022-02-09,6:00,0,1
9703,2022-02-09,7:00,1,2
9704,2022-02-09,8:00,1,3
9705,2022-02-09,9:00,0,3
9706,2022-02-09,10:00,0,3
9707,2022-02-09,11:00,0,3
9708,2022-02-09,12:00,0,3
9709,2022-02-09,13:00,0,3
9710,2022-02-09,14:00,1,4
9711,2022-02-09,15:00,0,4
9712,2022-02-09,16:00,1,5
9713,2022-02-09,17:00,0,5
9714,2022-02-09,18:00,0,5
9715,2022-02-09,19:00,1,6
9716,2022-02-09,20:00,1,7
9717,2022-02-09,21:00,0,7
9718,2022-02-09,22:00,0,7
9719,2022-02-09,23:00,0,7
9720,2022-02-10,0:00,0,0
9721,2022-02-10,1:00,0,0
9722,2022-02-10,2:00,0,0
9723,2022-02-10,3:00,0,0
9724,2022-02-10,4:00,1,1
9725,2022-02-10,5:00,1,2
9726,2022-02-10,6:00,0,2
9727,2022-02-10,7:00,0,2
9728,2022-02-10,8:00,0,2
9729,2022-02-10,9:00,0,2
9730,2022-02-10,10:00,0,2
9731,2022-02-10,11:00,0,2
9732,2022-02-10,12:00,1,3
9733,2022-02-10,13:00,0,3
9734,2022-02-10,14:00,0,3
9735,2022-02-10,15:00,0,3
9736,2022-02-10,16:00,0,3
9737,2022-02-10,17:00,0,3
9738,2022-02-10,18:00,1,4
9739,2022-02-10,19:00,1,5
9740,2022-02-10,20:00,0,5
9741,2022-02-10,21:00,0,5
9742,2022-02-10,22:00,0,5
9743,2022-02-10,23:00,0,5
9744,2022-02-11,0:00,0,0
9745,2022-02-11,1:00,0,0
9746,2022-02-11,2:00,0,0
9747,2022-02-11,3:00,0,0
9748,2022-02-11,4:00,0,0
9749,2022-02-11,5:00,1,1
9750,2022-02-11,6:00,1,2
